LAnkle,LAnkle,RAnkle,RAnkle,LElbow,LElbow,RElbow,RElbow,LBigToe,LBigToe,RBigToe,RBigToe,Hand-Left,Hand-Left,Hand-Right,Hand-Right,Nose,Nose,LHip,LHip,RHip,RHip,MidHip,MidHip,LKnee,LKnee,RKnee,RKnee,Neck,Neck,LShoulder,LShoulder,RShoulder,RShoulder,Spine,Spine,LWrist,LWrist,RWrist,RWrist,REye,LEye,LEar,REar,LSmallToe,RSmallToe,RHeel,LHeel
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,,,,,,,,
-0.03171688,-0.512089,-0.2021643,-0.6358558000000001,-0.3518623,0.2970747,-0.09881343,0.3514846,-0.02039042,-0.6105155,-0.28117329999999996,-0.6886017,-0.5164946,0.08464215,-0.137899,-0.008649417,-0.3299052,0.9697544,-0.306121,0.26527690000000004,-0.22503800000000002,0.26076020000000005,-0.2606942,0.3095368,-0.35371820000000004,-0.196623,-0.17825539999999998,-0.232227,-0.226674,0.7929424,-0.30763229999999997,0.6177951,-0.1582578,0.6233575,-0.2180308,0.3875341,-0.4592733,0.1473233,-0.13339089999999998,0.08082935,0,0,0,0,0,0,0,0
-0.09510905,-0.5706681,-0.1575185,-0.6303338,-0.3607208,0.29674609999999996,-0.1179623,0.356011,-0.09276408,-0.6661746999999999,-0.2396555,-0.676605,-0.5195678,0.08213963,-0.1871187,0.002889529,-0.3345532,0.9706594000000001,-0.3087316,0.2565496,-0.2294975,0.2545931,-0.2655969,0.3015639,-0.3542853,-0.20012950000000002,-0.16395020000000002,-0.2529837,-0.2355326,0.792614,-0.3164908,0.6174664000000001,-0.16562910000000003,0.6212996000000001,-0.22347240000000002,0.3816241,-0.463937,0.14233189999999998,-0.1827805,0.08788293,0,0,0,0,0,0,0,0
-0.06058231,-0.5345930999999999,-0.15584879999999998,-0.6281398,-0.369936,0.2983665,-0.1446276,0.35536999999999996,-0.06329368,-0.6048998000000001,-0.2270015,-0.686674,-0.5189108,0.07089989999999999,-0.2422748,-0.005303655,-0.3429958,0.9716421000000001,-0.3093938,0.23869339999999997,-0.2286375,0.2414654,-0.2667808,0.28502,-0.3562363,-0.21283649999999998,-0.15999760000000002,-0.25675909999999996,-0.2447479,0.7942343000000001,-0.325706,0.6190866999999999,-0.175836,0.6218143,-0.22636289999999998,0.3703497,-0.46602520000000003,0.1359277,-0.2154303,0.08086906,0,0,0,0,0,0,0,0
-0.24303520000000003,-0.608797,-0.1600058,-0.6327913000000001,-0.3770217,0.294638,-0.1609215,0.35122990000000004,-0.2521809,-0.6767629,-0.2027733,-0.6928949999999999,-0.5196425,0.0329362,-0.29321820000000004,-0.01093276,-0.34879629999999995,0.969583,-0.30826240000000005,0.2336215,-0.2265831,0.23850439999999998,-0.26565409999999995,0.2799778,-0.4074212,-0.2108216,-0.1512167,-0.2604224,-0.2518335,0.7905059,-0.33279169999999997,0.6153583,-0.18236129999999998,0.6212689,-0.2265616,0.36553040000000003,-0.4706786,0.0979255,-0.2590715,0.07962699,0,0,0,0,0,0,0,0
-0.2988565,-0.6417285,-0.1498,-0.6338114,-0.38254279999999996,0.2930751,-0.17903070000000001,0.3472211,-0.3825788,-0.6895296999999999,-0.179116,-0.692757,-0.5206099000000001,0.03313935,-0.33274159999999997,0.002808352,-0.36508559999999995,0.9626036,-0.30707670000000004,0.2134453,-0.22500079999999997,0.23486710000000002,-0.26454659999999997,0.2644258,-0.4134130999999999,-0.2191399,-0.1423352,-0.2691309,-0.25735460000000004,0.7889431,-0.3383127,0.6137954000000001,-0.1867541,0.6208498,-0.22739310000000001,0.3531034,-0.47164940000000005,0.09812430000000001,-0.2987114,0.08441313,0,0,0,0,0,0,0,0
-0.36555170000000003,-0.6238406999999999,-0.07444676,-0.6270649,-0.3862365,0.2935538,-0.18884700000000001,0.3529413,-0.4521541,-0.6752254,-0.1484289,-0.6949083,-0.5228034,0.03429743,-0.3736212,0.01769572,-0.371087,0.9621743,-0.3073406,0.21151889999999998,-0.22441149999999999,0.233828,-0.26469840000000006,0.262261,-0.42578900000000003,-0.2217308,-0.1348374,-0.27169920000000003,-0.26104829999999996,0.7894218000000001,-0.34200640000000004,0.6142741,-0.18907020000000002,0.6204808,-0.22804059999999998,0.35134,-0.47384620000000005,0.09927787,-0.33033490000000004,0.09087157,0,0,0,0,0,0,0,0
-0.450433,-0.6254632,-0.06487927,-0.6301488000000001,-0.38938829999999997,0.2936442,-0.2004223,0.3558645,-0.5334837,-0.6799552,-0.1006947,-0.6961384,-0.525306,0.03488126,-0.4108028,0.03735155,-0.37428,0.9632581,-0.30733520000000003,0.2121384,-0.2228558,0.23379090000000002,-0.2641949,0.2618112,-0.43471990000000005,-0.2312882,-0.12420679999999999,-0.27084359999999996,-0.2642001,0.7895121999999999,-0.3451582,0.6143645000000001,-0.1923316,0.6201888000000001,-0.2279304,0.35109109999999993,-0.4763532999999999,0.09985574,-0.353745,0.1009084,0,0,0,0,0,0,0,0
-0.5152152,-0.6373167,-0.01475751,-0.6293065999999999,-0.3929276,0.2916303,-0.2139761,0.3536493,-0.6091687,-0.6728122,-0.06699563,-0.7004549,-0.5284189,0.03334803,-0.4413333,0.04511625,-0.379845,0.9599469999999999,-0.3072333,0.2134201,-0.21438539999999998,0.2364744,-0.2616549,0.2638808,-0.4386942,-0.2434224,-0.11761989999999999,-0.2693165,-0.2677394,0.7874982,-0.3486975,0.6123506,-0.1935442,0.6191005999999999,-0.22700389999999998,0.3524983,-0.47947280000000003,0.09831384,-0.38836350000000003,0.1119414,0,0,0,0,0,0,0,0
-0.5864249,-0.6416885999999999,0.01256652,-0.6179395000000001,-0.3956458,0.2882018,-0.2205416,0.3538044,-0.6601557,-0.6567856,-0.03868334,-0.6959494,-0.5107903,0.03078447,-0.4570652,0.05757549,-0.3809566,0.9590231,-0.30793709999999996,0.213746,-0.21357510000000002,0.23720239999999998,-0.2620049,0.2652766,-0.44068149999999995,-0.2500371,-0.10984849999999999,-0.2642625,-0.27045759999999996,0.7840696999999999,-0.3514158,0.6089222,-0.19604739999999998,0.6159342,-0.22755479999999997,0.3532808,-0.48200420000000005,0.09513882,-0.3961197,0.11996019999999999,0,0,0,0,0,0,0,0
-0.5396814999999999,-0.5947479999999999,0.05707469,-0.6168571999999999,-0.399367,0.2865483,-0.2302297,0.3497478,-0.625384,-0.6393371,0.009581892,-0.6906817,-0.5143865,0.02927709,-0.47422359999999997,0.06448949,-0.392431,0.9537848,-0.30007870000000003,0.20446989999999998,-0.2210366,0.22935170000000002,-0.2626563,0.2582681,-0.43661769999999994,-0.2485605,-0.1050444,-0.25629029999999997,-0.2741788,0.7824161999999999,-0.35513690000000003,0.6072687,-0.19962560000000001,0.6129034000000001,-0.22864479999999998,0.34754250000000003,-0.4856316,0.0935949,-0.4113239000000001,0.1304076,0,0,0,0,0,0,0,0
-0.5370069000000001,-0.5964716999999999,0.0771292,-0.6177526,-0.4050761,0.28352009999999994,-0.236056,0.3492978,-0.6169223,-0.6426036,0.01757086,-0.6910123,-0.5200009,0.02636675,-0.49045249999999996,0.06725977,-0.4021982,0.9491726,-0.30013340000000005,0.20319779999999998,-0.2257027,0.224843,-0.2648107,0.2548704,-0.42882840000000005,-0.2497782,-0.1027117,-0.2510259,-0.2798879,0.779388,-0.360846,0.6042404,-0.203181,0.6106235999999999,-0.23155140000000002,0.34412709999999996,-0.49126970000000003,0.09065509,-0.42513959999999995,0.13256099999999998,0,0,0,0,0,0,0,0
-0.5247006,-0.5981935,0.1086697,-0.6130324,-0.4103802,0.28065890000000004,-0.23962110000000003,0.349988,-0.5953203,-0.6579913000000001,0.05029588,-0.6935505999999999,-0.5252606,0.02356717,-0.4982495,0.06916431,-0.4060634,0.9473886,-0.30203040000000003,0.2009977,-0.23001129999999997,0.2224324,-0.26796909999999996,0.2516825,-0.4238988,-0.2554305,-0.09984466,-0.2546506,-0.285192,0.7765268,-0.3661501,0.6013791999999999,-0.20895479999999997,0.6097233,-0.23490529999999998,0.34067270000000005,-0.4965405,0.0878401,-0.4362597,0.13231529999999997,0,0,0,0,0,0,0,0
-0.487662,-0.6099848000000001,0.12236660000000002,-0.606032,-0.42932299999999995,0.1969408,-0.241533,0.3507441,-0.5549056,-0.673555,0.09715006,-0.6771209,-0.5441782,-0.06006968,-0.4969201,0.07016826,-0.3908026,0.9168440000000001,-0.31693879999999996,0.1895731,-0.2657282,0.19741240000000002,-0.2886989,0.2390447,-0.41817970000000004,-0.2566363,-0.10378079999999999,-0.2581872,-0.3041348,0.6928086999999999,-0.38509299999999996,0.5176612,-0.21518560000000003,0.6096901,-0.25812929999999995,0.3176098,-0.5154644,0.00418295,-0.43641140000000006,0.1327897,0,0,0,0,0,0,0,0
-0.4523649,-0.616433,0.13712939999999998,-0.5973663,-0.4327535,0.28658059999999996,-0.2418257,0.354088,-0.5289935,-0.6758079,0.1064021,-0.6772305999999999,-0.5476087,0.029570099999999995,-0.48661049999999995,0.0692548,-0.4059092,0.9697179,-0.32150270000000003,0.1945168,-0.26341,0.207697,-0.29080159999999994,0.2417899,-0.4124109,-0.25755,-0.1173482,-0.268568,-0.3075653,0.7824485,-0.3885235,0.6073009,-0.22003910000000002,0.6128229000000001,-0.259898,0.3276768,-0.5188949,0.09382273,-0.43273009999999995,0.1349155,0,0,0,0,0,0,0,0
